Robin_public_Carolina,Robin_lodging_Dorthy,Robin_education_Zenia,Robin_office_Dina,Robin_education_Derick,Robin_education_Della,Robin_education_Leslie,Robin_office_Sammie,Robin_education_Mercedes,Robin_education_Julius,Robin_education_Lashandra,Robin_education_Lizbeth,Robin_office_Gayle,Robin_office_Shirlene,Robin_education_Madeline,Robin_lodging_Phillip,Robin_education_Jasper,Robin_office_Wai,Robin_education_Terrance,Robin_lodging_Elmer,Robin_office_Addie,Robin_education_Cecilia,Robin_education_Kiera,Robin_lodging_Pricilla,Robin_education_So,Robin_office_Maryann,Robin_office_Serena,Robin_education_Derrick,Robin_education_Megan,Robin_office_Adolph,Robin_office_Lindsay,Robin_education_Takako,Robin_lodging_Oliva,Robin_office_Victor,Robin_education_Margarito,Robin_public_Cami,Robin_education_Kristopher,Robin_education_Billi,Robin_lodging_Celia,Robin_office_Donald,Robin_assembly_Colleen,Robin_office_Soledad,Robin_education_Audrea,Robin_office_Saul,Robin_lodging_Donna,Robin_office_Antonina,Robin_office_Erma,Robin_office_Zelma,Robin_lodging_Renea,Robin_lodging_Armand,Robin_education_Karyl,Robin_lodging_Janie,Shrew_office_Sherill,Shrew_office_Rose,Shrew_office_Nora,Shrew_office_Katherine,Shrew_office_Ila,Shrew_office_Doug,Shrew_office_Doris,Shrew_office_Lin,Shrew_office_Kenneth,Mouse_health_Buddy,Mouse_health_Modesto,Mouse_lodging_Vicente,Mouse_health_Justin,Mouse_health_Ileana,Mouse_health_Estela,Mouse_science_Micheal
144.25,18.1,125.0,29.0,536.0,0.7492,798.5,109.0,189.906,326.0,375.0,63.2,39.25,24.75,348.5,44.6,147.5,154.6,270.6,84.9,21.6,26.0,51.625,77.7,497.5,260.2,42.0,400.687,196.0,19.125,60.875,153.4,40.1,40.0,484.5,71.25,108.7,44.5,33.7,185.75,48.25,7.093999999999999,277.437,12.5,14.875,374.8,6.0,120.5,75.4,30.438,27.6917,203.525,290.5,5.8,163.3,57.0,144.8,78.1,189.4,344.1,72.3,17.6449,835.222,50.0,522.384,54.0,335.0,336.4486
149.062,21.3,143.75,30.5,539.0,0.7492,819.5,122.75,211.274,376.4,394.0,59.0,42.25,30.0,354.5,46.5,151.2,204.3,282.9,106.7,21.3,38.0,61.25,94.1,507.625,263.8,47.5,405.125,198.5,18.062,64.875,154.4,47.7,48.5,495.5,74.5,111.6,58.8,35.9,191.0,59.5,21.187,260.688,15.5,15.0,408.4,7.4,125.5,115.9,30.125,28.5657,205.625,296.0,11.0,233.4,59.0,157.7,84.1,214.9,361.6,67.1,17.6449,847.804,50.0,555.073,55.0,349.0,336.4486
151.0,36.1,148.25,29.5,568.0,0.7492,875.5,130.75,214.898,423.6,443.0,58.2,45.0,33.75,355.5,54.6,172.0,295.2,309.3,131.0,21.8,38.0,73.75,126.9,501.25,287.1,55.2,418.625,201.0,22.188,74.25,169.7,70.7,58.0,504.5,76.75,121.0,62.0,55.0,195.75,69.5,22.188,263.0,22.3,17.5,422.3,15.5,128.0,124.9,34.437,25.0667,246.425,376.0,13.0,255.0,70.2,183.5,94.4,262.8,467.0,67.6,17.6449,889.34,50.0,633.224,69.0,407.0,336.4486
187.5,35.0,175.5,35.0,645.5,0.7492,972.5,121.25,217.336,469.4,453.0,62.6,50.75,37.75,367.0,61.5,191.9,375.5,331.4,133.3,23.6,39.5,90.125,120.0,534.125,312.0,66.5,481.281,253.0,27.437,85.75,177.1,84.5,67.5,507.5,77.0,135.1,76.1,67.5,230.25,77.0,33.937,273.312,20.5,24.25,468.7,19.0,154.0,146.0,43.75,31.0037,258.762,449.5,12.9,262.9,75.8,228.9,106.0,278.8,519.8,73.3,17.6449,963.874,60.0,681.6669999999998,92.0,563.0,336.4486
213.625,36.6,193.25,45.0,678.0,0.7492,1043.25,140.75,233.773,526.4,487.0,73.8,76.5,43.0,414.0,62.9,205.1,422.7,368.0,132.0,24.7,46.0,115.0,124.8,597.25,327.0,71.4,535.188,262.0,34.0,95.25,198.1,83.3,80.0,560.5,84.5,153.6,84.3,69.9,284.5,81.75,33.375,286.875,20.9,23.375,508.9,20.5,181.0,141.1,45.875,42.3157,218.975,518.0,13.7,287.1,60.3,248.5,118.3,303.0,531.8,85.2,17.6449,1040.274,60.0,723.2669999999997,112.0,598.0,336.4486
226.812,32.4,197.0,50.0,697.5,0.7492,1112.5,133.75,264.782,544.8,515.0,88.4,91.0,51.75,442.625,63.5,217.2,407.5,379.1,119.8,25.3,57.0,136.0,109.6,621.625,334.8,71.3,582.937,297.0,32.5,93.875,205.9,68.0,89.5,609.5,94.0,159.1,94.9,69.1,304.5,92.5,32.125,300.5,20.3,26.625,536.3,18.9,192.5,112.0,45.0,50.6287,203.35,524.0,13.4,303.4,68.9,258.0,119.9,336.4,535.8,87.9,17.6449,1081.795,60.0,744.8,123.0,594.0,336.4486
226.0,33.4,196.75,53.5,720.5,0.7492,1147.5,145.75,277.695,533.6,532.0,90.8,98.0,50.75,474.625,63.1,214.3,390.6,400.9,112.5,23.6,71.5,135.5,111.9,624.5,341.8,72.3,573.219,302.0,33.313,97.0,207.8,69.7,93.0,590.0,97.25,162.1,95.8,71.4,310.75,91.25,37.531,324.625,18.0,27.625,533.6,18.8,196.0,116.0,43.813,49.4417,212.0,499.5,12.9,305.8,66.5,262.2,120.9,322.6,534.1,88.9,17.6449,1132.667,60.0,757.6060000000001,126.0,581.0,336.4486
221.438,33.9,198.0,53.0,718.5,0.7492,1147.25,138.25,283.398,524.8,536.0,89.0,102.5,53.75,457.625,75.5,209.2,375.1,402.4,112.1,24.3,77.5,144.875,108.6,632.125,337.5,73.5,572.406,308.5,36.812,98.25,202.3,71.3,103.5,607.0,96.75,148.7,97.1,80.4,310.75,91.0,34.625,301.5,17.5,27.625,543.5,19.4,199.5,118.9,45.875,51.9407,223.2,527.0,13.1,311.3,67.6,260.8,117.4,335.3,551.7,88.4,17.6449,1148.453,60.0,761.3939999999999,123.0,588.0,336.4486
226.062,30.9,197.5,55.5,717.5,0.7492,1150.25,128.75,276.446,516.2,528.0,90.4,97.75,55.5,469.625,78.0,198.2,366.8,394.7,114.5,24.7,70.5,140.625,107.7,644.5,334.7,72.5,579.0,289.0,37.938,95.75,200.9,82.6,99.0,603.0,96.0,151.5,97.8,76.7,304.75,96.5,33.469,304.938,16.4,30.75,538.0,20.4,197.5,122.3,49.75,48.5667,214.338,510.5,13.0,293.5,72.0,263.3,118.1,341.1,539.7,83.4,17.6449,1159.823,60.0,761.418,123.0,585.0,336.4486
220.376,26.7,193.5,54.0,725.5,0.7492,1156.0,131.75,297.031,561.6,527.0,100.2,106.75,56.0,453.0,70.2,196.0,359.3,395.8,104.9,23.4,65.0,136.625,108.3,657.875,343.3,72.1,575.6569999999998,297.5,33.5,97.25,194.2,75.7,96.0,596.0,102.75,151.4,95.1,74.0,309.75,94.25,34.281,313.25,15.8,27.75,531.0,19.7,198.5,120.3,45.187,46.8787,221.275,501.5,12.5,298.3,62.8,255.8,121.7,321.5,514.4,88.7,17.6449,1172.099,60.0,757.222,120.0,584.0,336.4486
217.874,27.9,202.0,55.5,730.5,0.7492,1154.5,126.75,299.617,549.6,527.0,138.2,109.0,56.75,450.125,70.4,192.8,360.3,382.7,123.6,23.4,64.0,140.75,104.0,655.125,341.1,71.4,578.406,298.5,30.5,101.0,186.6,76.1,95.0,586.5,103.5,145.1,91.7,69.6,296.25,90.5,31.594,319.875,17.5,27.0,532.4,18.6,197.0,154.5,48.813,46.7537,218.95,480.0,12.2,280.9,60.3,245.8,122.7,300.0,508.9,82.4,17.6449,1180.49,60.0,767.7180000000003,118.0,590.0,336.4486
215.813,33.0,192.75,52.5,697.0,0.7492,1128.25,134.5,294.571,529.4,512.0,121.6,101.0,53.75,452.375,77.7,182.1,326.9,367.6,153.1,22.6,65.5,143.0,121.2,643.5,328.7,66.7,564.937,278.5,30.062,92.125,171.4,88.4,94.0,571.5,102.0,144.1,86.2,83.9,290.25,85.25,27.281,331.625,16.7,29.375,492.2,14.6,193.5,165.7,53.312,45.6907,245.537,473.5,10.9,267.6,62.3,238.0,118.2,289.0,484.0,78.7,17.6449,1152.192,60.0,721.148,113.0,558.0,336.4486
217.125,39.5,189.75,48.0,644.0,0.7492,1076.5,127.5,280.273,472.4,494.0,118.8,84.5,49.0,431.125,77.5,171.1,282.3,351.0,186.0,20.1,59.0,117.125,140.6,627.875,305.4,51.8,555.063,252.5,29.5,77.25,161.2,95.3,79.5,555.5,92.75,155.3,77.7,96.4,268.25,82.5,26.625,337.625,16.7,33.0,459.4,10.2,182.5,190.9,61.375,41.8787,258.375,446.5,10.5,233.5,62.9,215.9,110.4,282.2,455.0,80.0,17.6449,1100.495,60.0,677.3589999999998,107.0,525.0,336.4486
207.812,60.3,171.25,43.5,614.5,0.7492,1024.25,115.25,253.742,403.2,477.0,112.4,73.5,49.0,409.375,77.9,161.5,213.5,334.1,182.0,16.1,60.0,101.625,145.3,570.75,304.1,42.8,518.875,238.0,27.625,73.0,156.6,111.5,68.5,531.5,87.75,126.0,63.2,111.3,231.75,81.75,17.282,315.375,16.4,37.0,439.0,7.9,168.0,172.2,66.375,37.0667,304.738,406.0,8.7,210.7,65.4,189.4,101.5,261.4,450.7,69.8,17.6449,1022.56,60.0,637.205,83.0,463.0,336.4486
192.375,57.6,150.5,40.5,607.0,0.7492,878.0,113.5,240.235,354.0,422.0,93.4,67.25,47.5,392.25,85.0,155.8,153.4,307.8,151.9,14.6,51.5,91.875,146.6,527.125,291.9,38.2,480.406,220.0,28.563,68.75,152.0,114.5,64.5,515.5,80.75,117.7,51.5,115.0,216.75,74.5,18.187,303.062,14.5,36.125,415.8,7.8,158.0,125.1,64.25,31.7537,293.837,361.5,8.0,201.3,62.2,164.4,91.0,233.4,418.5,75.1,17.6449,964.088,60.0,613.964,74.0,409.0,336.4486
173.375,49.4,136.5,39.0,588.0,0.7492,837.25,96.25,229.515,326.0,407.0,91.8,67.5,40.5,371.875,83.9,151.2,130.6,292.3,150.5,14.1,45.5,88.75,143.3,496.625,275.9,37.0,454.375,210.5,25.125,70.25,149.8,105.4,60.5,501.0,77.75,117.8,43.8,94.0,203.25,72.5,16.438,298.438,14.5,34.625,399.6,7.3,129.5,121.2,60.125,27.6907,299.463,320.0,7.0,163.4,53.5,157.1,85.0,199.1,402.4,72.2,17.6449,928.812,60.0,569.261,69.0,379.0,336.4486
157.5,42.4,124.0,35.0,557.0,0.7492,806.25,88.75,209.82,307.4,401.0,85.6,64.25,39.5,349.875,80.3,149.5,121.2,282.8,137.2,14.1,39.0,83.5,140.7,485.75,273.8,35.7,421.625,204.5,20.812,63.125,146.1,101.0,54.5,486.5,78.0,112.5,43.8,85.3,182.25,64.75,16.906,293.937,14.2,32.75,384.1,7.2,115.5,122.6,50.188,25.3167,292.875,272.5,7.5,124.6,47.6,155.5,81.2,190.3,390.9,75.2,17.6449,890.495,60.0,555.7330000000002,54.0,361.0,336.4486
148.876,42.2,127.0,30.0,539.5,0.7492,765.5,82.75,204.75,308.8,373.0,81.2,39.75,33.0,343.375,73.2,147.7,121.9,279.5,133.4,13.7,37.0,76.0,133.8,479.125,264.0,35.0,408.406,202.0,18.313,58.25,148.8,94.1,51.5,484.5,75.0,111.5,45.9,79.0,171.75,49.25,16.125,308.5,14.5,29.375,372.8,7.1,114.5,122.5,49.125,22.5037,258.1,248.0,5.3,117.1,45.2,149.8,77.8,173.8,357.1,67.8,17.6449,876.115,50.0,547.61,55.0,348.0,336.4486
132.249,33.4,120.75,29.0,517.0,0.7492,763.25,61.75,200.727,308.4,371.0,77.4,38.0,34.6173,344.125,67.6,147.3,114.1,285.8,110.0,14.6,39.2143,62.3342,128.1,502.6658,262.7,37.0,396.031,207.9898,21.5459,60.4184,146.4,83.0,41.0,481.5,74.2959,109.9,44.8,64.6,190.6378,60.25,7.812,297.625,15.0,25.7143,362.6,5.8,129.2347,104.8,44.7985,23.5037,255.712,248.0,5.1,117.1,47.7,143.2,74.8,172.7,334.9,61.0,17.6449,873.811,40.0,549.3675,53.0,335.0,336.4486
131.5,25.7,126.5,29.5,504.0,0.7492,753.0,114.5,194.25,302.4,360.0,77.0,39.0,38.7347,338.875,62.3,146.7,110.0,268.4,102.4,13.9,45.4286,69.6684,116.3,535.3316,265.7,34.7,395.75,207.9796,25.3418,65.5867,146.9,64.4,39.5,482.0,77.0918,110.6,45.2,57.3,214.2755,37.25,9.844,291.0,14.2,25.6786,371.7,8.8,147.4694,98.9,45.0969,26.5657,256.2,253.0,7.8,116.0,46.3,148.8,74.3,171.3,341.4,67.9,17.6449,858.035,50.0,545.941,51.0,341.0,336.4486
126.875,19.7,123.75,29.0,480.0,0.7492,759.75,74.5,201.18,298.6,371.0,59.0,37.75,38.7347,338.625,57.5,145.7,111.6,277.1,81.9,13.8,45.4286,69.1684,98.3,535.3316,260.6,34.9,397.094,204.9796,25.0918,64.9617,146.0,46.6,39.0,479.5,76.5918,109.2,41.6,46.8,214.2755,37.0,7.7810000000000015,290.188,14.4,25.6786,375.6,9.0,147.4694,88.0,45.0969,23.3787,231.312,253.5,6.3,115.8,48.0,149.5,74.8,166.6,338.3,73.1,17.6449,841.1469999999997,50.0,534.0269999999998,50.0,341.0,336.4486
126.125,17.2,121.0,28.0,524.0,0.7492,748.5,64.75,198.664,297.0,364.0,56.4,38.0,38.7347,333.625,53.3,146.0,111.0,279.3,72.3,13.6,45.4286,68.1684,72.0,535.3316,258.5,35.0,392.594,207.4796,24.6548,61.5867,145.6,40.5,38.0,480.5,76.3418,108.7,41.5,38.7,214.2755,35.5,8.032,288.875,14.4,25.6786,374.7,9.0,147.4694,78.7,45.0969,21.0667,212.5,252.0,5.3,109.3,46.2,150.9,73.6,167.7,341.9,69.3,17.6449,832.3989999999999,40.0,535.762,51.0,337.0,336.4486
124.375,16.2,116.0,28.5,511.0,0.7492,748.25,71.0,198.687,301.2,365.0,53.8,37.75,38.7347,331.25,52.2,144.8,122.5,270.0,71.1,13.8,45.4286,68.1684,75.1,535.3316,259.8,34.6,392.5,205.9796,24.8418,67.4617,145.0,36.9,38.0,477.5,77.3418,108.6,42.1,36.0,214.2755,35.75,12.843,291.0,14.7,25.6786,370.4,9.0,147.4694,75.9,45.0969,21.6907,189.725,245.5,5.3,116.4,50.2,153.3,73.1,164.8,343.0,63.5,17.6449,841.91,40.0,533.7669999999998,51.0,326.0,336.4486
129.501,16.8,119.25,28.5,485.5,0.7492,753.0,77.0,196.18,298.4,368.0,58.0,37.75,38.7347,333.625,52.8,145.1,135.3,256.3,68.4,13.8,45.4286,67.6684,65.5,535.3316,273.2,37.4,389.5,204.9796,25.0918,65.7117,147.5,39.4,37.5,471.5,76.0918,100.0,40.3,33.4,214.2755,36.25,7.5,308.312,14.7,25.6786,366.3,8.9,147.4694,70.1,45.0969,22.6287,190.688,276.0,5.3,142.4,53.2,152.0,73.7,164.6,354.2,57.2,17.6449,836.6030000000003,50.0,530.76,52.0,332.0,336.4486
139.375,17.7,129.75,29.5,546.5,0.7492,784.75,107.75,205.359,335.2,381.0,63.8,40.75,38.7347,340.625,51.3,145.9,154.7,225.6,76.6,13.7,45.4286,71.6684,82.2,535.3316,282.1,46.2,395.531,209.9796,25.0918,72.3367,154.3,46.1,41.5,486.0,76.8418,97.7,51.4,33.6,214.2755,48.75,24.938,294.563,14.5,25.6786,386.0,9.2,147.4694,75.5,45.0969,28.3167,185.562,284.0,5.7,165.3,53.2,152.6,76.1,188.1,351.4,65.1,17.6449,844.175,40.0,528.602,51.0,331.0,336.4486
145.499,25.3,151.25,32.0,531.0,0.7492,819.5,124.75,222.953,376.2,401.0,61.0,40.0,38.7347,350.25,52.0,150.6,206.1,240.7,117.1,13.8,45.4286,79.1684,94.9,535.3316,292.4,52.0,407.625,210.9796,25.2168,71.9617,154.4,53.9,49.0,489.5,78.8418,102.1,55.7,35.6,214.2755,60.75,21.75,290.437,15.2,25.6786,420.6,10.5,147.4694,117.2,45.0969,26.0037,206.625,289.5,10.1,231.8,63.8,163.8,80.4,212.3,386.5,65.7,17.6449,855.515,60.0,556.816,51.0,342.0,336.4486
144.625,37.5,154.75,30.5,577.5,0.7492,888.0,137.75,223.086,408.8,452.0,61.0,41.75,38.7347,348.0,59.6,172.8,289.3,262.6,144.0,14.0,45.4286,88.1684,117.0,535.3316,304.1,55.2,428.219,223.4796,25.0918,73.5867,170.0,77.4,58.0,494.5,80.3418,109.9,57.1,52.7,214.2755,71.75,18.406,289.563,18.2,25.6786,432.4,16.8,147.4694,136.8,45.0969,24.7537,241.363,385.0,13.7,247.7,73.8,198.3,91.7,257.4,481.8,60.8,17.6449,884.76,50.0,641.5459999999998,74.0,395.0,336.4486
185.501,38.4,178.75,39.5,644.5,0.7492,974.0,125.75,227.414,472.6,465.0,69.2,50.0,38.7347,369.0,65.4,195.3,368.0,306.7,141.9,17.0,45.4286,99.6684,125.4,535.3316,332.8,65.2,489.968,258.4796,25.5288,76.7117,186.5,86.9,69.5,514.0,82.8418,124.3,81.0,68.6,214.2755,80.75,29.594,300.687,19.5,25.6786,469.2,21.0,147.4694,149.2,45.0969,33.2537,249.212,451.5,13.9,267.5,79.8,248.2,101.8,275.0,519.4,66.4,17.6449,991.229,70.0,692.148,99.0,548.0,336.4486
210.812,34.3,189.25,46.5,696.5,0.7492,1052.25,145.25,261.204,527.6,488.0,83.4,68.75,38.7347,406.0,62.1,203.6,417.1,352.2,138.4,19.5,45.4286,106.6684,128.6,535.3316,346.6,70.3,538.75,296.9796,25.2168,82.4617,195.7,75.0,76.5,567.0,84.8418,144.2,94.8,69.7,214.2755,81.75,32.5,327.25,20.7,25.6786,508.5,18.4,147.4694,141.5,45.0969,38.6287,233.725,530.5,12.2,274.8,72.2,287.9,120.3,310.7,543.6,81.7,17.6449,1070.448,60.0,726.847,120.0,598.0,336.4486
222.75,31.4,189.5,51.5,710.5,0.7492,1103.75,132.0,289.351,579.0,509.0,99.2,93.75,38.7347,448.25,65.6,209.1,405.6,367.8,126.8,20.2,45.4286,118.1684,107.7,535.3316,368.1,70.1,569.5,291.4796,25.7168,81.9617,200.2,66.4,88.0,600.0,86.8418,148.3,96.2,68.4,214.2755,89.5,29.687,356.125,19.5,25.6786,522.3,18.9,147.4694,113.7,45.0969,49.8157,220.363,529.0,13.2,284.3,65.4,294.5,121.3,319.4,556.8,88.5,17.6449,1109.923,70.0,742.949,120.0,599.0,336.4486
225.562,32.3,193.0,54.0,724.5,0.7492,1134.5,133.25,298.367,608.6,526.0,97.8,106.0,38.7347,487.75,67.1,201.4,380.6,386.4,117.5,22.6,45.4286,119.1684,100.6,535.3316,365.4,71.0,578.563,292.9796,25.7168,83.7117,196.7,69.3,89.0,603.5,86.8418,152.1,95.5,76.4,214.2755,90.0,34.438,352.06300000000016,19.5,25.6786,529.7,17.0,147.4694,109.5,45.0969,51.1917,215.2,537.0,13.8,299.2,66.7,284.2,116.9,318.5,553.1,91.6,17.6449,1140.755,60.0,758.073,123.0,606.0,336.4486
218.625,32.1,196.0,56.0,749.5,0.7492,1159.75,129.75,300.969,616.8,533.0,91.8,107.25,38.7347,484.0,69.3,198.2,361.4,376.4,123.0,22.5,45.4286,123.1684,108.6,535.3316,367.2,70.5,563.875,293.9796,25.7798,80.8367,191.4,80.0,93.0,597.0,87.3418,153.8,96.9,88.0,214.2755,92.5,27.937,345.375,19.2,25.6786,533.6,14.7,147.4694,120.1,45.0969,48.3787,228.812,526.0,14.3,294.4,65.1,281.1,118.6,344.8,547.5,83.6,17.6449,1179.054,50.0,755.9960000000003,120.0,586.0,336.4486
219.438,28.8,195.25,56.0,739.0,0.7492,1151.5,130.25,307.6020000000001,589.6,535.0,105.8,102.5,38.7347,460.625,75.7,195.3,354.2,374.0,124.6,21.4,45.4286,119.1684,118.3,535.3316,360.2,70.0,583.219,285.4796,25.3418,83.7117,193.4,86.1,89.0,605.0,86.0918,167.4,94.7,81.8,214.2755,89.75,29.032,349.18699999999984,18.7,25.6786,537.0,14.4,147.4694,126.9,45.0969,46.0657,213.263,520.0,13.5,298.9,69.4,285.7,119.8,338.1,538.3,73.7,17.6449,1158.798,60.0,755.015,119.0,587.0,336.4486
212.375,29.2,199.0,55.5,736.5,0.7492,1145.5,124.75,304.6090000000001,553.0,533.0,99.6,105.5,38.7347,458.25,75.9,191.8,345.0,372.8,130.6,23.4,45.4286,117.6684,121.0,535.3316,352.9,68.2,594.312,283.9796,25.5918,81.8367,192.5,78.2,87.5,605.0,90.5918,150.3,88.7,77.4,214.2755,88.0,32.062,338.0,18.0,25.6786,531.9,15.4,147.4694,132.9,45.0969,44.5037,225.925,500.0,14.1,278.8,60.5,268.4,119.9,305.5,522.3,73.4,17.6449,1163.213,60.0,748.265,117.0,587.0,336.4486
208.875,27.0,192.0,56.5,728.5,0.7492,1141.75,136.25,293.7340000000001,516.0,536.0,132.4,106.75,38.7347,456.25,76.2,187.3,339.5,380.9,145.8,23.5,45.4286,120.1684,125.0,535.3316,355.9,67.4,579.094,285.4796,25.4038,83.3367,182.1,81.1,90.0,600.5,92.3418,149.7,86.1,75.4,214.2755,103.25,29.844,355.0,18.9,25.6786,515.7,15.1,147.4694,151.3,45.0969,46.6917,255.25,478.0,13.5,278.1,58.1,255.2,118.1,276.4,479.5,70.4,17.6449,1149.75,60.0,748.8739999999997,121.0,592.0,336.4486
204.375,35.0,184.0,56.0,696.5,0.7492,1109.25,130.0,299.446,503.2,523.0,129.0,104.5,38.7347,447.125,75.2,173.9,310.2,353.3,162.9,21.0,45.4286,118.1684,120.1,535.3316,333.9,64.8,570.812,273.9796,25.9668,84.4617,176.8,88.5,88.0,584.0,85.8418,144.1,80.6,81.1,214.2755,107.0,32.25,363.5,18.8,25.6786,488.1,12.7,147.4694,154.0,45.0969,45.2537,241.862,488.5,13.0,264.9,64.3,234.6,112.8,262.1,461.5,79.6,17.6449,1153.285,60.0,712.1010000000001,110.0,562.0,336.4486
197.562,48.6,181.0,47.0,666.5,0.7492,1069.5,125.75,280.695,443.4,511.0,127.2,85.75,38.7347,449.125,75.9,164.1,262.3,334.6,180.0,16.8,45.4286,104.1684,131.0,535.3316,308.6,54.8,539.688,257.4796,26.1548,77.9617,167.6,96.8,74.0,558.5,86.0918,129.6,72.5,102.3,214.2755,128.5,23.719,340.375,19.4,25.6786,454.3,8.1,147.4694,164.0,45.0969,40.5657,262.388,462.5,12.1,232.5,63.1,217.9,102.9,246.3,445.3,70.9,17.6449,1117.029,60.0,679.815,106.0,531.0,336.4486
186.813,50.8,165.25,44.0,651.0,0.7492,993.75,114.5,264.414,405.6,471.0,118.4,77.0,38.7347,428.25,78.7,156.3,209.3,311.3,171.4,16.8,45.4286,96.1684,138.7,535.3316,286.9,47.1,508.25,244.9796,26.0918,72.0867,155.7,99.3,66.0,539.5,84.3418,121.6,61.1,107.9,214.2755,124.0,18.718,329.125,16.9,25.6786,436.1,2.9,147.4694,165.6,45.0969,34.6917,296.387,389.0,10.7,219.2,63.0,188.1,93.6,221.3,414.5,61.7,17.6449,1066.693,60.0,641.707,85.0,478.0,336.4486
183.5,54.7,148.75,38.5,638.0,0.7492,850.25,107.0,256.305,364.8,403.0,112.6,72.75,38.7347,390.75,85.1,153.2,152.6,291.8,139.6,16.3,45.4286,93.6684,146.4,535.3316,276.3,43.8,479.687,228.4796,26.2168,70.4617,151.9,94.5,63.5,526.0,84.3418,119.6,55.2,96.5,214.2755,107.5,19.938,320.813,14.9,25.6786,409.5,2.7,147.4694,125.7,45.0969,32.9407,265.5,357.0,10.0,193.4,55.4,159.2,83.8,197.6,408.1,59.0,17.6449,995.434,60.0,626.8380000000002,70.0,409.0,336.4486
176.437,39.8,130.5,38.0,611.0,0.7492,824.75,90.0,248.047,321.6,399.0,108.4,71.25,38.7347,369.75,79.8,147.9,131.9,282.4,142.2,15.6,45.4286,88.1684,131.3,535.3316,265.7,42.0,448.625,223.9796,25.7788,68.2117,147.2,96.1,58.0,515.0,81.3418,114.1,41.6,89.2,214.2755,84.5,12.125,318.562,14.9,25.6786,391.9,2.7,147.4694,121.8,45.0969,27.3787,265.563,325.0,9.2,161.6,52.5,152.2,80.2,182.0,400.6,58.2,17.6449,925.903,60.0,574.185,66.0,379.0,336.4486
165.563,41.8,126.75,33.5,567.5,0.7492,795.25,87.75,219.828,307.8,391.0,104.6,67.25,38.7347,360.375,83.4,147.5,123.9,280.8,131.1,15.4,45.4286,74.1684,138.3,535.3316,260.1,40.0,421.469,213.4796,25.4668,63.2117,147.8,88.4,44.0,499.5,79.3418,110.7,36.0,74.9,214.2755,93.0,12.469,327.438,14.9,25.6786,371.0,2.7,147.4694,115.6,45.0969,24.3787,252.337,290.5,7.4,121.7,47.7,150.7,77.6,172.0,376.6,59.6,17.6449,898.934,50.0,552.674,56.0,364.0,336.4486
144.375,38.1,133.75,29.0,539.0,0.7492,783.0,83.75,217.75,303.0,383.0,87.2,47.25,38.7347,350.5,72.5,145.3,126.4,276.6,120.7,15.3,45.4286,72.6684,117.2,535.3316,256.0,39.2,402.969,215.4796,25.2798,61.9617,144.0,85.5,42.5,495.5,76.8418,109.2,44.7,69.0,214.2755,89.25,10.375,318.812,14.7,25.6786,370.2,2.7,147.4694,111.5,45.0969,26.8167,249.538,254.0,5.2,119.4,48.0,146.1,76.4,166.0,350.4,57.3,17.6449,892.9019999999997,50.0,552.025,53.0,353.0,336.4486
137.0,33.4,122.75,28.0,535.0,0.7492,753.75,60.5,196.172,294.2,365.0,92.8,40.0,34.3673,341.25,66.7,144.0,111.7,275.7,119.4,16.2,39.2143,64.4592,118.8,512.7908,253.1,37.2,395.06300000000016,208.9898,21.1079,57.0434,143.1,79.8,39.5,486.0,73.2959,108.8,42.6,65.8,184.6378,81.0,8.218,318.812,13.8,27.2143,350.9,4.1,128.7347,102.1,45.1318,23.1917,252.425,255.5,4.9,116.4,46.2,141.0,74.8,177.1,343.7,41.3,17.6449,874.2105,40.0,554.865,52.0,331.0,336.4486
132.375,27.2,119.25,29.0,518.5,0.7492,762.25,97.0,215.672,299.6,372.0,77.6,42.0,33.8673,340.75,57.5,144.0,114.0,280.2,97.2,15.1,35.7143,64.5842,109.3,508.9158,248.8,38.9,396.812,206.4898,21.1709,60.1684,142.8,68.1,39.5,483.0,73.7959,107.0,45.7,55.8,190.8878,51.75,6.968999999999999,302.625,15.2,25.0893,352.6,2.7,130.7347,99.5,43.0485,23.3787,266.425,257.5,5.1,130.3,47.7,138.9,72.5,165.4,331.2,61.2,17.6449,869.534,40.0,546.1709999999998,50.0,333.0,336.4486
130.875,21.4,118.0,28.5,514.5,0.7492,759.0,74.5,205.671,300.6,374.0,57.4,43.0,24.75,341.0,57.7,144.2,112.8,276.4,96.7,15.6,25.5,55.125,90.0,481.25,248.2,38.6,392.219,206.5,18.75,53.25,144.7,43.0,36.0,477.0,72.0,106.4,41.0,49.2,169.25,48.0,7.4060000000000015,305.25,15.3,20.5,354.3,2.6,111.0,91.8,36.375,24.1917,244.325,258.5,8.5,128.5,47.6,140.5,71.7,163.5,342.6,53.8,17.6449,858.8,40.0,540.476,50.0,335.0,336.4486
129.5,18.8,116.75,29.0,514.0,0.7492,757.0,80.25,206.657,297.8,372.0,57.2,43.0,24.75,338.0,53.9,142.9,113.8,268.0,77.4,15.4,25.5,55.375,78.2,478.375,249.8,38.8,393.906,209.0,18.625,48.25,144.2,41.0,36.5,478.5,71.75,106.6,40.4,43.4,167.75,32.75,6.9060000000000015,303.125,15.2,17.875,353.5,2.8,110.0,86.5,35.875,23.5037,211.25,259.5,5.6,119.7,49.4,138.1,71.2,162.1,332.5,56.6,17.6449,852.696,40.0,533.487,50.0,332.0,336.4486
